,toponym,pid,type,scale
36486,Waitaia Stream,46991,stream,3
36487,Waitai Bay,46987,bay,3
36488,Waitaiki Stream,46995,stream,3
36489,Waitaiko Stream,46996,stream,3
36490,Waitakahi Stream,46998,stream,3
36491,Waitakahi Stream,46999,stream,3
36492,Waitakahi Stream,46997,stream,3
36493,Waitakahuata Stream,47000,stream,3
36494,Waitakaruru,47001,populated place,4
36495,Waitakaruru Canal,47002,canal,4
36496,Waitakaruru River,6811,stream,3
36497,Waitakaruru Stream,51165,stream,3
36498,Waitakaruru Stream,47003,stream,3
36499,Waitakaruru Stream,47004,stream,3
36500,Waitakatorua Stream,47005,stream,3
36501,Waitakeo Stream,47006,stream,3
36502,Waitakere or Nile River,47007,stream,3
36503,Waitaki Bridge,47011,locality,4
36504,Waitaki Dam,47012,dam,5
36505,Waitaki River,47013,stream,3
36506,Waitakotorua Stream,47014,stream,3
36507,Waitamatau Creek,47015,stream,3
36508,Waitane,47016,locality,4
36509,Waitangaru Stream,47017,stream,3
36510,Waitangata Stream,47018,stream,3
36511,Waitangata Stream,47019,stream,3
36512,Waitangi,47020,hill,5
36513,Waitangi,47021,hill,5
36514,Waitangi,47022,populated place,4
36515,Waitangi,14078,farmstead,5
36516,Waitangi,57114,mountain,5
36517,Waitangi Bay,14076,bay,3
36518,Waitangi Bay,7503,bay,3
36519,Waitangi Falls,47025,waterfall(s),5
36520,Waitangi Falls,47023,waterfall(s),5
36521,Waitangi Falls,47024,waterfall(s),5
36522,Waitangi Marae,47026,reservation,4
36523,Waitangi Mission Station 1844-1852,47027,historical site,5
36524,Waitangi River,47029,stream,3
36525,Waitangi River,47028,stream,3
36526,Waitangiroto River,47040,stream,3
36527,Waitangirua,6817,section of populated place,3
36528,Waitangirua Stream,58896,stream,3
36529,Waitangirua Stream,6818,stream,3
36530,Waitangi Soda Spring,47030, spring(s),5
36531,Waitangi Stream,47032,stream,3
36532,Waitangi Stream,47037,stream,3
36533,Waitangi Stream,47031,stream,3
36534,Waitangi Stream,47035,stream,3
36535,Waitangi Stream,47034,stream,3
36536,Waitangi Stream,47039,stream,3
36537,Waitangi Stream,47038,stream,3
36538,Waitangi Stream,47036,stream,3
36539,Waitangi Stream,47033,stream,3
36540,Waitangi Stream,6816,stream,3
36541,Waitangitaona River,47043,stream,3
36542,Waitangi West,14077,populated place,4
36543,Waitanguru,47044,populated place,4
36544,Waitanguru Falls,47045,waterfall(s),5
36545,Waitanguru Stream,47046,stream,3
36546,Waitaniwha Bay,47047,bay,3
36547,Waitanoni Stream,47048,stream,3
36548,Waitao,47049,locality,4
36549,Waitao Stream,47050,stream,3
36550,Waitao Stream,47051,stream,3
36551,Waitapaua Stream,47053,stream,3
36552,Waitapaua Stream,47052,stream,3
36553,Waitapi Creek,47054,stream,3
36554,Waitapu,47057,locality,4
36555,Waitapu,47055,mountain,5
36556,Waitapu,47056,locality,4
36557,Waitapuae Stream,47080,stream,3
36558,Waitapu Bay,47058,bay,3
36559,Waitapu Creek,47059,stream,3
36560,Waitapuke Stream,47081,stream,3
36561,Waitapu Point,47061,point,4
36562,Waitapu Point,47060,point,4
36563,Waitapu Rock,47062,island,4
36564,Waitapu Stream,47074,stream,3
36565,Waitapu Stream,47077,stream,3
36566,Waitapu Stream,47076,stream,3
36567,Waitapu Stream,47078,stream,3
36568,Waitapu Stream,47066,stream,3
36569,Waitapu Stream,47064,stream,3
36570,Waitapu Stream,47069,stream,3
36571,Waitapu Stream,47071,stream,3
36572,Waitapu Stream,47072,stream,3
36573,Waitapu Stream,47073,stream,3
36574,Waitapu Stream,47079,stream,3
36575,Waitapu Stream,47063,stream,3
36576,Waitapu Stream,47075,stream,3
36577,Waitapu Stream,47065,stream,3
36578,Waitapu Stream,47067,stream,3
36579,Waitapu Stream,47068,stream,3
36580,Waitapu Stream,55289,stream,3
36581,Waitara,47082,historical first-order administrative division,3
36582,Waitaraire Stream,47087,stream,3
36583,Waitaraiti,47088,hill,5
36584,Waitarangi,51170,mountain,5
36585,Waitarangi Stream,51172,stream,3
36586,Waitara River,47083,stream,3
36587,Waitara Stream,47086,stream,3
36588,Waitara Stream,47085,stream,3
36589,Waitara Stream,47084,stream,3
36590,Waitarata Stream,47089,stream,3
36591,Waitarati Creek,47090,stream,3
36592,Waitaria Bay,47093,locality,4
36593,Waitaria Bay,47092,bay,3
36594,Waitaria Stream,47094,stream,3
36595,Waita River,46950,stream,3
36596,Waitaroro Stream,47095,stream,3
36597,Waitaro Stream,6819,stream,3
36598,Waitaroto Stream,47096,stream,3
36599,Waitaruke,47097,locality,4
36600,Waitaruna Stream,47098,stream,3
36601,Waitata Bay,6820,bay,3
36602,Waitatapia,47102,hill,5
36603,Waitatapia Stream,6822,stream,3
36604,Waitati,47103,populated place,4
36605,Waitati River,47104,stream,3
36606,Waitatuna Stream,51173,stream,3
36607,Waitaua Stream,47105,stream,3
36608,Waitaukakari Stream,47106,stream,3
36609,Waitauri Stream,6823,stream,3
36610,Waitawa,47107,hill,5
36611,Waitawa,47108,locality,4
36612,Waitawa Bay,47109,bay,3
36613,Waitawa Creek,47110,stream,3
36614,Waitawake Stream,47115,stream,3
36615,Waitawa Stream,47112,stream,3
36616,Waitawa Stream,47114,stream,3
36617,Waitawa Stream,47111,stream,3
36618,Waitawa Stream,47113,stream,3
36619,Waitawatautau Stream,47116,stream,3
36620,Waitawhai Stream,47117,stream,3
36621,Waitawhara Stream,47118,stream,3
36622,Waitawhero Saddle,47119,pass,4
36623,Waitawhero Stream,47121,stream,3
36624,Waitawhero Stream,47120,stream,3
36625,Waitawheta,47122,locality,4
36626,Waitawheta River,47123,stream,3
36627,Waitawhiti Stream,47124,stream,3
36628,Waiteariki Stream,47125,stream,3
36629,Waitehetehe Stream,47126,stream,3
36630,Waitehouhi Stream,47127,stream,3
36631,Waiteika,47128,locality,4
36632,Waiteika Stream,47129,stream,3
36633,Waiteika Stream,6824,stream,3
36634,Waiteitei,47130,locality,4
36635,Waiteitei Stream,47131,stream,3
36636,Waitekaha Stream,47132,stream,3
36637,Waitekaure Stream,47133,stream,3
36638,Waitekauri,47134,locality,4
36639,Waitekauri River,47135,stream,3
36640,Waitekohe Stream,47136,stream,3
36641,Waitekuri River,47137,stream,3
36642,Waitemaire Stream,47138,stream,3
36643,Waitengaue Stream,47140,stream,3
36644,Waitepeka,47141,populated place,4
36645,Waitepeka River,47142,stream,3
36646,Waitepipi Bay,47143,bay,3
36647,Waitepipi Stream,6825,stream,3
36648,Waitepuke Stream,47145,stream,3
36649,Waitepuru Stream,47146,stream,3
36650,Waiteputa Stream,47147,stream,3
36651,Waiterehere Meeting House,47148,building(s),5
36652,Waitere Stream,6826,stream,3
36653,Waiterimu,47149,locality,4
36654,Waitetahi Stream,47150,stream,3
36655,Waitete Bay,47151,bay,3
